fonKodu,fonUnvan,fonTipi,fonSinifi,durum,kurucu,fundOid,kategori,kategoriKaynak
BVE,BV PORTFÖY YÖNETİMİ A.Ş. BOĞAZİÇİ VENTURES GLOBAL GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328c9f52dc40019f69a85ae36672,Diğer,unvan
BVF,BV PORTFÖY PARA PİYASASI (TL) FON,YF,DG,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328d976d2b83019778fe67ae13a1,Para Piyasası,unvan
BVG,BV PORTFÖY YÖNETİMİ A.Ş. BOĞAZİÇİ VENTURES GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328c760074830176044204c80b8f,Diğer,unvan
BVH,BV PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee7018d171fdc7d58ff,Hisse Senedi,unvan
BVI,BV PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018baf665e487349,Hisse Senedi,unvan
BVK,BULLS PORTFÖY VOLTRAN KATILIM SERBEST (TL) FON,YF,KTF,faal,BULLS PORTFÖY YÖNETİMİ A.Ş.,4028328d969f29560196d39506771d16,Katılım,unvan
BVM,ALLBATROSS PORTFÖY BİRİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328d812b6c2f0181865d1e1766d8,Hisse Senedi,unvan
BVR,ALLBATROSS PORTFÖY SERBEST (DÖVİZ-AVRO) FON,YF,SF,faal,ALLBATROSS PORTFÖY YÖNETİMİ A.Ş.,4028328c998ee9d5019a2a0f1f910395,Serbest,unvan
BVS,BV PORTFÖY YÖNETİMİ A.Ş. LT PRE-IPO GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018baf69c5ee40e1,Diğer,unvan
BVT,AZİMUT PORTFÖY GÜNEY SERBEST ÖZEL FON,YF,SF,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328d812b6c2f018186bc347d6ae1,Serbest,unvan
BVV,BV PORTFÖY TEKNOLOJİ DEĞİŞKEN FON,YF,DG,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328c86d231ff018756e956890271,Değişken,unvan
BVZ,BV PORTFÖY İSTATİSTİKSEL ARBİTRAJ SERBEST FON,YF,SF,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328c86d231ff018756e9343d025f,Serbest,unvan
BYF,ARZ GAYRİMENKUL GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. STARTUPFON TOHUM GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ARZ GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d86d233be01880ab783c82791,Diğer,unvan
BYG,AK PORTFÖY YÖNETİMİ A.Ş. BİRİNCİ YENİLENEBİLİR ENERJİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c7b648351017bd02d044d4333,Diğer,unvan
BYL,BV PORTFÖY YÖNETİMİ A.Ş. YILDIZ TECHNO GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,BV PORTFÖY YÖNETİMİ A.Ş.,4028328d8e21d0ec018e56e3335b5429,Diğer,unvan
BYZ,A1 CAPİTAL PORTFÖY BIST 100 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,4028328c9aaa2bf9019ab5a5c8471693,Hisse Senedi,unvan
BZG,AURA PORTFÖY YÖNETİMİ A.Ş. B4YO BİRİNCİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AURA PORTFÖY YÖNETİMİ A.Ş.,4028328c794d2f890179eaaf889b48c1,Diğer,unvan
BZY,BNP PARİBAS CARDİF EMEKLİLİK A.Ş. TEKNOLOJİ SEKTÖRÜ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,faal,BNP PARIBAS CARDIF EMEKLİLİK A.Ş.,4028328c7d3c2e72017d9a6f1efa7a60,Değişken,unvan
CA3,AK PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARINA YATIRIM YAPAN %115 ANAPARA KORUMA AMAÇLI ALTMIŞALTINCI FON,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c9f52dc3f01a05bf4476a45b4,Borçlanma Araçları,unvan
CAH,A1 CAPİTAL PORTFÖY HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,4028328d98455cf6019898f223521a35,Hisse Senedi,unvan
CAP,OMURGA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş. GAMECAPİTA GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,OMURGA GAYRİMENKUL VE GİRİŞİM SERMAYESİ PORTFÖY YÖNETİMİ A.Ş.,4028328d8e21d0eb018f3ebf06be1cb0,Diğer,unvan
CBD,A1 CAPİTAL PORTFÖY BIST 30 DIŞI ŞİRKETLER HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,SF,faal,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,4028328c998ee9d50199c2d57d676fcd,Hisse Senedi,unvan
CBN,QNB PORTFÖY CBN SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,QNB PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee7018c5930775645b8,Serbest,unvan
CBO,AZİMUT PORTFÖY HCBO HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328d969f2957019769a05f0e0b98,Hisse Senedi,unvan
CEY,ROTA PORTFÖY CEY SERBEST (DÖVİZ) ÖZEL  FON,YF,SF,faal,ROTA PORTFÖY YÖNETİMİ A.Ş.,4028328c697d9cf40169a0bb76b81fdc,Serbest,unvan
CFA,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. ALTIN EMEKLİLİK YATIRIM FONU,EYF,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328d6c4e409e016c942c84717f12,Kıymetli Madenler,unvan
CFB,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. BAŞLANGIÇ EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5988cc2e01599779f01a794f,Diğer,unvan
CFC,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. ORTA VADELİ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,EYF,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328d6c4e409e016c9430643e7f23,Borçlanma Araçları,unvan
CFD,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. DIŞ BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,EYF,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328d6c4e409e016c94316b5b7f33,Borçlanma Araçları,unvan
CFE,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS KATILIM STANDART EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5988d42f0159d0e681ce5894,Katılım,unvan
CFK,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. KATILIM KATKI EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5988d42f0159d0e4e5a65885,Katılım,unvan
CFO,ROTA PORTFÖY İKİNCİ PARA PİYASASI FONU,YF,DG,faal,ROTA PORTFÖY YÖNETİMİ A.Ş.,4028328d8ff3a86e019000e3899c2070,Para Piyasası,unvan
CFY,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. BAŞLANGIÇ KATILIM EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5988cc2e0159977b2fee7989,Katılım,unvan
CGD,DENİZ PORTFÖY ÇAĞDAŞ SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c8b2fcee8018d45b78b656e11,Serbest,unvan
CGE,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. DENGELİ DEĞİŞKEN GRUP EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,33E5FED7EAEB00EAE0530A4A622B2AEA,Değişken,unvan
CGG,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI GRUP EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,33E5FED7ED6B00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
CGS,AZİMUT PORTFÖY YÖNETİMİ A.Ş. ÇİLEK GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328d93c3b68c0193f91764a46fd7,Diğer,unvan
CHA,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5c459c6d015cce92701673e5,Değişken,unvan
CHC,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS MUHAFAZAKAR DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5c459c6d015cce93981773ff,Değişken,unvan
CHD,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS AGRESİF KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5c459c6d015cce9494db741d,Katılım,unvan
CHF,TEMPLETON CHINA FUND A(Acc) USD,YYF,,faal,DENİZBANK A.Ş.,33E5FED7F03F00EAE0530A4A622B2AEA,Diğer,unvan
CHG,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS AGRESİF DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5c459c6d015cce8fde1173bd,Değişken,unvan
CHH,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. BİRİNCİ HİSSE SENEDİ EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,33E5FED7ED7700EAE0530A4A622B2AEA,Hisse Senedi,unvan
CHI,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS DİNAMİK KATILIM DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5c459c6d015cce95b335742b,Katılım,unvan
CHK,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. BORÇLANMA ARAÇLARI EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,33E5FED7EAEF00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
CHL,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. PARA PİYASASI EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,33E5FED7EAF300EAE0530A4A622B2AEA,Para Piyasası,unvan
CHM,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. DİNAMİK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,33E5FED7ED6F00EAE0530A4A622B2AEA,Değişken,unvan
CHN,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. DENGELİ DEĞİŞKEN EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,33E5FED7ED7300EAE0530A4A622B2AEA,Değişken,unvan
CHO,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS ATAK DEĞİŞKEN EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5c459c6d015cce91538073d5,Değişken,unvan
CHS,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. STANDART EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,33E5FED7E8EF00EAE0530A4A622B2AEA,Diğer,unvan
CHT,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. KATKI EMEKLİLİK YATIRIM FONU,EYF,,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,33E5FED7EAF700EAE0530A4A622B2AEA,Diğer,unvan
CHU,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş. OKS STANDART EMEKLİLİK YATIRIM FONU,OKS,DG,faal,QNB SAĞLIK HAYAT SİGORTA VE EMEKLİLİK A.Ş.,4028328c5fc60da8016073fbc772235d,Diğer,unvan
CHY,A1 CAPİTAL PORTFÖY İKİNCİ HİSSE SENEDİ SERBEST (TL) FON (HİSSE SENEDİ YOĞUN FON),YF,SF,faal,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,4028328c998ee9d50199c2d541816fb0,Hisse Senedi,unvan
CIN,AKTİF PORTFÖY BİRİNCİ SERBEST FON,YF,SF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018d6471914d6f88,Serbest,unvan
CJD,AK PORTFÖY SEKİZİNCİ SERBEST (DÖVİZ) FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d794d3bd7017956b359a52280,Serbest,unvan
CJF,AK PORTFÖY ADOC SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d794d3bd7017956b4668722bd,Serbest,unvan
CJG,AK PORTFÖY SDSD SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d794d3bd7017956b5176022d9,Serbest,unvan
CJH,AK PORTFÖY DOKUZUNCU SERBEST (DÖVİZ-AVRO) FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328c7bf4b5e3017cc2387ee859c7,Serbest,unvan
CKF,ALBARAKA PORTFÖY ÇOKLU VARLIK KATILIM FONU,YF,KTF,faal,ALBARAKA PORTFÖY YÖNETİMİ A.Ş.,4028328d919f184b0192c300cbca7568,Katılım,unvan
CKL,YAPI KREDİ PORTFÖY ÇOKLU VARLIK DEĞİŞKEN FON,YF,DG,faal,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,4028328c969f295501975f55cdce5d65,Değişken,unvan
CKS,İŞ PORTFÖY BİRİNCİ KATILIM SERBEST (DÖVİZ) FON,YF,KTF,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d86d233bf01877fb5e99d3c51,Katılım,unvan
CNT,İSTANBUL PORTFÖY YÖNETİMİ A.Ş. CONTENT CAPİTAL VENTURES GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,4028328d93c3b68c0193ce513ac50b7d,Diğer,unvan
COS,AZİMUT PORTFÖY YÖNETİMİ A.Ş. COSMOS GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328c93c3b40d019446346d487c8b,Diğer,unvan
COT,AK PORTFÖY 2030 SERBEST (DÖVİZ-AVRO) FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d93c3b68c0193ce69e5210bf9,Serbest,unvan
CPD,QINVEST PORTFÖY YÖNETİMİ A.Ş. PRAGMA CAPİTAL PARTNERS DÖRDÜNCÜ ENDÜSTRİYEL ŞİRKETLER GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,ASTRA PORTFÖY YÖNETİMİ A.Ş.,4028328c969f29550196a449a5d742e7,Diğer,unvan
CPL,İSTANBUL PORTFÖY YÖNETİMİ A.Ş. XCAPİTAL GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,İSTANBUL PORTFÖY YÖNETİMİ A.Ş.,4028328c8e21cef8018e50820a6119bc,Diğer,unvan
CPT,ROTA PORTFÖY ÇİP TEKNOLOJİLERİ DEĞİŞKEN FON,YF,DG,faal,ROTA PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018bdc64671453f0,Değişken,unvan
CPU,AKTİF PORTFÖY TEKNOLOJİ KATILIM FONU,YF,KTF,faal,AKTİF PORTFÖY YÖNETİMİ A.Ş.,4028328d8b2fcee7018b5ccac61c6958,Katılım,unvan
CRL,YAPI KREDİ PORTFÖY ACARLAR SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,YAPI KREDİ PORTFÖY YÖNETİMİ A.Ş.,4028328c998ee9d7019a5ecf941d04b6,Serbest,unvan
CSD,İŞ PORTFÖY CANO SERBEST (DÖVİZ) ÖZEL FON,YF,DG,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328c8588f3010185e8ec20381ba6,Serbest,unvan
CSH,PARDUS PORTFÖY ÜÇÜNCÜ HİSSE SENEDİ SERBEST FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,PARDUS PORTFÖY YÖNETİMİ A.Ş.,4028328d86183ba10186501224ee5040,Hisse Senedi,unvan
CTF,İŞ PORTFÖY ASSG SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328c72f8dbc60172ffd0e43e1417,Serbest,unvan
CTG,İŞ PORTFÖY FEFON SERBEST ÖZEL FON,YF,SF,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d71bc3c630172cb74df867012,Serbest,unvan
CTM,İŞ PORTFÖY KEFON SERBEST ÖZEL FON,YF,SF,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d71bc3c630172b6bf3cd90d7c,Serbest,unvan
CTP,İŞ PORTFÖY AAF SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d72f8dbca0173328189592260,Serbest,unvan
CTV,İŞ PORTFÖY MHA SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,İŞ PORTFÖY YÖNETİMİ A.Ş.,4028328d72f8dbca0173327f69cd2232,Serbest,unvan
CVA,AK PORTFÖY ÜÇÜNCÜ KAMU BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d80e91792018123b7201d104f,Borçlanma Araçları,unvan
CVB,AK PORTFÖY İKİNCİ SERBEST (TL) ÖZEL FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d80e91792018123b8a191105f,Serbest,unvan
CVC,AK PORTFÖY ÖPY KAR PAYI ÖDEYEN SERBEST ÖZEL FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d80e91792018123b9aedb106f,Serbest,unvan
CVD,AK PORTFÖY GİFON SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d80e91792018123babec4107f,Serbest,unvan
CVE,AK PORTFÖY BİRİNCİ KAMU BORÇLANMA ARAÇLARI (TL) ÖZEL FONU,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d80e91792018123c0ed661090,Borçlanma Araçları,unvan
CVF,AK PORTFÖY SÜRDÜRÜLEBİLİRLİK SERBEST (TL) ÖZEL FON,YF,DG,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d80e91792018123c1b98a10a0,Serbest,unvan
CVK,INVEO PORTFÖY ÇOKLU VARLIK KATILIM FONU,YF,KTF,faal,INVEO PORTFÖY YÖNETİMİ A.Ş.,4028328c86845fa80186a1235c11015e,Katılım,unvan
CVL,A1 CAPİTAL PORTFÖY ÇOKLU VARLIK KATILIM FONU,YF,KTF,faal,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,4028328c998ee9d50199c2d4ea216f98,Katılım,unvan
CVT,AZİMUT PORTFÖY YÖNETİMİ A.Ş. CVENTURES GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AZİMUT PORTFÖY YÖNETİMİ A.Ş.,4028328c88c529ea01892ad343b20b02,Diğer,unvan
CYD,AK PORTFÖY 2027 SERBEST (DÖVİZ-AVRO) FON,YF,SF,faal,AK PORTFÖY YÖNETİMİ A.Ş.,4028328d93c3b68c0193ce6a3a740c04,Serbest,unvan
DA1,A1 CAPİTAL PORTFÖY SERBEST (DÖVİZ) FON,YF,SF,faal,A1 CAPİTAL PORTFÖY YÖNETİMİ A.Ş.,4028328d98455cf6019898ed9f941921,Serbest,unvan
DAC,DENİZ PORTFÖY BORİS SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c838f7bfd0183f979c6356f7e,Serbest,unvan
DAE,DENİZ PORTFÖY ARBAU HİSSE SENEDİ SERBEST ÖZEL FON (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c944ba53d0194749adcb647ff,Hisse Senedi,unvan
DAH,DENİZ PORTFÖY HİSSE SENEDİ FONU (HİSSE SENEDİ YOĞUN FON),YF,HS,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E56700EAE0530A4A622B2AEA,Hisse Senedi,unvan
DAI,DENİZ PORTFÖY ARTI SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c6ab78361016adfa6960a3b90,Serbest,unvan
DAL,DENİZ PORTFÖY SU SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c838f7bfd0183f97884ff6f6e,Serbest,unvan
DAN,AURA PORTFÖY YÖNETİMİ A.Ş. DNA SAĞLIK VE TEKNOLOJİ GİRİŞİM SERMAYESİ YATIRIM FONU,GSF,DG,faal,AURA PORTFÖY YÖNETİMİ A.Ş.,4028328c9d7b22d3019d900b554d76ac,Diğer,unvan
DAP,DESTEK PORTFÖY PARA PİYASASI FONU,YF,DG,faal,DESTEK PORTFÖY YÖNETİMİ A.Ş.,4028328c9f52dc40019fad9d46bd166c,Para Piyasası,unvan
DAS,DENİZ PORTFÖY ONİKİNCİ SERBEST (DÖVİZ) FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c838f7bfd0183f97b16a66f8e,Serbest,unvan
DAT,DENİZ PORTFÖY ARMUT SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c6ab78361016adfa5a1a63b7a,Serbest,unvan
DAV,DENİZ PORTFÖY 2026 SERBEST (DÖVİZ-AVRO) FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c919f164b019251246abf08f2,Serbest,unvan
DAZ,DENİZ PORTFÖY TÜRKİZ SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328d6d75a31a016d8cf2d5482eec,Serbest,unvan
DB2,NUROL PORTFÖY İKİNCİ KISA VADELİ SERBEST FON,YF,SF,faal,NUROL PORTFÖY YÖNETİMİ A.Ş.,4028328d90f0004501912d4ebaf106ef,Kısa Vadeli Borçlanma,unvan
DBA,DENİZ PORTFÖY ALTIN FONU,YF,DG,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E56F00EAE0530A4A622B2AEA,Kıymetli Madenler,unvan
DBB,DENİZ PORTFÖY BORÇLANMA ARAÇLARI FONU,YF,DG,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E56B00EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
DBG,DENİZ PORTFÖY BEYAZ SERBEST ÖZEL FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,33E5FED7EAA700EAE0530A4A622B2AEA,Serbest,unvan
DBH,DENİZ PORTFÖY EUROBOND (DÖVİZ) BORÇLANMA ARAÇLARI FONU,YF,DG,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,33E5FED7EAA300EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
DBK,DENİZ PORTFÖY KISA VADELİ BORÇLANMA ARAÇLARI (TL) FONU,YF,DG,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E27700EAE0530A4A622B2AEA,Kısa Vadeli Borçlanma,unvan
DBP,DENİZ PORTFÖY BİRİNCİ  DEĞİŞKEN FON,YF,DG,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E27300EAE0530A4A622B2AEA,Değişken,unvan
DBZ,DENİZ PORTFÖY ÖZEL SEKTÖR BORÇLANMA ARAÇLARI FONU,YF,DG,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,33E5FED7E57700EAE0530A4A622B2AEA,Borçlanma Araçları,unvan
DCB,DENİZ PORTFÖY PARA PİYASASI SERBEST (TL) FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c819d4b9f0181c9c37830484f,Para Piyasası,unvan
DCD,DENİZ PORTFÖY SKA SERBEST (DÖVİZ) ÖZEL FON,YF,DG,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c838f7bfd0183d64d304e266e,Serbest,unvan
DCE,DENİZ PORTFÖY BAKHAM SERBEST (DÖVİZ) ÖZEL FON,YF,SF,faal,DENİZ PORTFÖY YÖNETİMİ A.Ş.,4028328c838f7bfd0183d64ea5ad2682,Serbest,unvan
